Entity ID,Symbol,Name,GICS Sector Name,GICS Ind Name,Country of Primary Listing,Sec Type ,Det Sec Type Desc,Net Sales 1999,Net Sales 2000,Net Sales 2001,Net Sales 2002,Net Sales 2003,Net Sales 2004,Net Sales 2005,Net Sales 2006,Net Sales 2007,Net Sales 2008,Net Sales 2009,Net Sales 2010,Net Sales 2011,Net Sales 2012,Net Sales 2013,Net Sales 2014,Net Sales 2015,Net Sales 2016,Net Sales 2017,Net Sales 2018
000YMS-E,WMT,Walmart Inc.,Consumer Staples,Food & Staples Retailing,UNITED STATES,SHARE,Equity,166809,193295,219812,231577,258681,288132,312101,348650,378611,405607,203653.7027,192098.3319,204659.8883,228245.6025,254622.9044,276807.5433,196276.0425,485144,292535.134,514405
066L2H-E,B03MM4,Royal Dutch Shell Plc Class B,Energy,Oil Gas & Consumable Fuels,UNITED KINGDOM,SHARE,Equity,105366,149146,135211,179431,201728,266386,306731,318845,355782,458361,186618.4604,208593.8515,236677.2524,222669.7453,233025.6183,216171.485,145263.1497,233591,281323.999,385289
001LLD-E,79805,BP p.l.c.,Energy,Oil Gas & Consumable Fuels,UNITED KINGDOM,SHARE,Equity,83543.23788,148062,174218,178721,232571,199876,249465,265906,284365,361143,181806.0263,137005.2297,135839.8873,132134.7426,150662.6671,116874.887,95904.84248,183008,140137.7821,298756
002Q0G-E,XOM,Exxon Mobil Corporation,Energy,Oil Gas & Consumable Fuels,UNITED STATES,SHARE,Equity,182529,206083,187510,178909,213199,263989,328213,335086,358600,425071,322668.1327,368711.7911,406272.321,394611.131,442093.6197,391482.1754,324501.0796,200628,354391.5397,279202
003K89-E,7203,Toyota Motor Corp.,Consumer Discretionary,Automobiles,JAPAN,SHARE,Equity,115656.3606,121396.1696,120890.1564,131701.9731,153050.895,172589.7953,185855.7563,204840.8821,230023.7965,204114.2802,143705.1437,136891.0878,114948.1863,159708.9089,210609.8056,215465.4178,207780.2577,255077.8579,208930.3246,272550.8616
000C7F-E,AAPL,Apple Inc.,Information Technology,Technology Hardware Storage & Peripherals,UNITED STATES,SHARE,Equity,6134,7983,5363,5742,6207,8279,13931,19315,24006,32479,190786.0071,295886.5543,376410.6614,499613.999,500739.0014,647361.0058,583612.6941,214226,860882.4909,265809
000CS1-E,BRK.B,Berkshire Hathaway Inc. Class B,Financials,Diversified Financial Services,UNITED STATES,SHARE,Equity,24028,33976,37668,42353,63859,74382,82565,97857,118334,116420,153611.4499,198288.271,189183.7587,221852.5699,292405.3878,370604.3339,325249.1131,222935,489389.1299,247837
001MF1-E,AMZN,"Amazon.com, Inc.",Consumer Discretionary,Internet & Direct Marketing Retail,UNITED STATES,SHARE,Equity,1639.839,2761.983,3122.433,3932.936,5263.699,6921.124,8490,10711,14835,19166,58244.87524,80790.66101,78717.9198,113633.8259,182539.7493,143693.9186,316831.5506,135987,563534.8446,232887
000Y3J-E,UNH,UnitedHealth Group Incorporated,Health Care,Health Care Providers & Services,UNITED STATES,SHARE,Equity,19562,21122,23454,25020,28823,37218,46433,71546,75437,81307,35418.27665,39718.76143,54026.19805,55405.781,75808.88014,97025.27025,112123.6211,184885,213640.521,226247
000VPP-E,677172,"Samsung Electronics Co., Ltd.",Information Technology,Technology Hardware Storage & Peripherals,SOUTH KOREA,SHARE,Equity,26993.60841,38504.55279,35968.69751,47629.95391,54403.05361,71576.23419,78722.57936,89479.83731,106019.261,110167.8355,111363.2485,136228.7053,148500.5121,227582.0707,213412.5659,199417.8597,179530.4417,173994.5976,342895.3855,221506.0634
000PM1-E,MCK,McKesson Corporation,Health Care,Health Care Providers & Services,UNITED STATES,SHARE,Equity,36712.5,42010,NA,57120.8,69506.1,80120,86983,92977,101703,106632,16748.93761,17810.57349,19131.65877,22886.43753,37075.35376,48134.06677,45384.39581,198533,32511.51951,214319
0025F0-E,552902,Daimler AG,Consumer Discretionary,Automobiles,GERMANY,SHARE,Equity,159603.3308,149545.2542,136757.5891,141053.0837,154194.0522,176484.6585,186041.3166,124543.5012,136058.9959,144082.8774,56682.66306,72524.20532,46952.59114,58157.73238,92716.47955,89285.58969,90160.72494,169536.8955,90953.99473,197445.2781
001HHK-E,CVS,CVS Health Corporation,Health Care,Health Care Providers & Services,UNITED STATES,SHARE,Equity,18098.3,20087.5,22241.4,24181.5,26588,30594.3,37006.2,43813.8,76329.5,87471.9,45433.58773,47245.47832,53080.47001,60277.60432,85186.48044,110408.1494,108262.381,177526,73441.92032,194578
002KX6-E,B15C55,Total SA,Energy,Oil Gas & Consumable Fuels,FRANCE,SHARE,Equity,44882.81686,105499.6532,94215.69385,96692.69374,118272.2865,124830.9151,145400.0534,166551.2954,187286.9551,234601.2635,151548.4807,124918.3978,120938.8516,121681.0725,145836.758,122368.9898,109312.5643,127925,139683.4621,184106
05H5DH-E,643856,"Hon Hai Precision Industry Co., Ltd.",Information Technology,Electronic Equipment Instruments & Components,TAIWAN,SHARE,Equity,1605.86902,3132.857918,4552.536073,7458.151455,11711.75412,16239.00399,29492.29992,40597.95986,51829.96708,61855.57572,40634.93266,38934.60724,29265.37564,36234.32596,35284.76251,41147.41183,38468.46998,135151.1522,55436.12577,175556.2018
069J8N-E,T,AT&T Inc.,Communication Services,Diversified Telecommunication Services,UNITED STATES,SHARE,Equity,49489,51476,45908,43138,40843,40787,43862,63055,118928,124028,165405.0341,173635.795,179202.2386,191472.7948,183746.1592,174231.3308,212137.6491,163786,238684.3266,170805
0GPW6G-E,BYSLCX,EXOR N.V.,Financials,Diversified Financial Services,ITALY,SHARE,Equity,57684.28414,58304.45143,56522.43856,57326.30125,59258.19926,6569.45969,6743.525717,1868.993503,NA,3922.921877,4063.383672,7450.816107,4790.477388,5895.119064,9808.943937,10142.23314,11258.21208,154942.8353,14788.04547,169051.0611
003894-E,ABC,AmerisourceBergen Corporation,Health Care,Health Care Providers & Services,UNITED STATES,SHARE,Equity,9807.363,11645.021,16191.353,45235,49657,53120.791,54577.321,61203.145,66074.312,70189.733,7427.134309,9394.156804,9607.775334,10167.85366,16279.78771,19717.27164,21326.19779,146849.686,20024.28924,167939.635
000KN2-E,F,Ford Motor Company,Consumer Discretionary,Automobiles,UNITED STATES,SHARE,Equity,162558,170064,162412,162586,164196,171652,176896,160065,172654,146371,33072.49023,58308.36519,40890.66985,49375.88953,60864.94715,59656.94189,55920.0837,151800,49615.89898,160338
000DP6-E,CVX,Chevron Corporation,Energy,Oil Gas & Consumable Fuels,UNITED STATES,SHARE,Equity,31538,47319,97863,91685,112937,142897,193641,204892,214091,264958,154462.5647,183634.053,211893.9016,211649.5554,240223.5432,212067.7593,169308.0457,110484,237782.6386,158767
05FMFC-E,8058,Mitsubishi Corporation,Industrials,Trading Companies & Distributors,JAPAN,SHARE,Equity,117717.7361,126749.08,105998.8242,12066.59999,30894.88682,38570.26484,42644.82617,43510.13195,52767.93442,61110.3514,41998.86499,45986.85444,33418.2654,31496.25935,31731.32549,30030.35623,26806.39896,59339.81694,43940.60325,145216.7442
003JW8-E,7267,"Honda Motor Co., Ltd.",Consumer Discretionary,Automobiles,JAPAN,SHARE,Equity,54766.59012,58451.9873,58918.892,65394.49248,72235.36121,80474.23439,87534.63209,94834.26207,105021.5771,99536.29087,61295.6244,71804.97232,55279.87919,65887.26964,74625.23201,53272.42131,58877.63758,129278.0677,62101.52369,143276.6509
000F9X-E,COST,Costco Wholesale Corporation,Consumer Staples,Food & Staples Retailing,UNITED STATES,SHARE,Equity,27456.031,32164.296,34797.037,38762,42546,48106.992,52952.226,60151.227,64400.155,72483.02,25995.33327,31521.46941,36238.28295,43010.34239,52335.70916,62441.44169,71023.9868,118719,81726.40426,141576
001VPR-E,708842,AXA SA,Financials,Insurance,FRANCE,SHARE,Equity,86069.91503,91205.80717,73885.40028,75695.46133,92228.01745,98796.57373,106563.6056,115680.5307,153139.0887,164812.4687,54341.38033,38751.06996,30737.28275,42035.40826,67262.20417,56749.59406,66450.66263,131993.6673,72031.52866,138148.696
0FPWZZ-E,GOOGL,Alphabet Inc. Class A,Communication Services,Interactive Media & Services,UNITED STATES,SHARE,Equity,NA,NA,86.426,439.508,1465.934,3189.223,6138.56,10604.917,16593.986,21795.55,196633.6337,189652.3596,208848.2342,231659.2256,373453.85,358006.5164,527982.1914,89733,729583.4507,136958
000DCC-E,CAH,"Cardinal Health, Inc.",Health Care,Health Care Providers & Services,UNITED STATES,SHARE,Equity,25033.6,29870.6,47947.6,51135.7,56737,65053.5,74271.6,79664.2,86852,91091.4,11693.3516,13368.65775,14030.99936,13992.05877,22814.07685,26718.56382,29368.13165,121545,19275.78746,136808
05L8TP-E,608697,SAIC Motor Corporation Limited Class A,Consumer Discretionary,Automobiles,CHINA,SHARE,Equity; some share ownership restricted to domestic residents,292.438868,299.8615648,447.2958488,575.854756,831.2105669,902.8750963,778.0495291,2444.972429,13637.97141,15134.90514,25073.73453,20589.51652,24769.86382,31216.9564,25752.24775,38155.85498,36029.71175,112724.7301,57484.35109,135216.7388
0DVRCL-E,WBA,Walgreens Boots Alliance Inc,Consumer Staples,Food & Staples Retailing,UNITED STATES,SHARE,Equity,17838.8,21206.9,24623,28681.1,32505.4,37508.2,42201.6,47409,53762,59034,36271.50352,36067.7637,28877.97779,34978.33374,54577.82211,83056.08981,92449.03585,117351,71919.63902,131537
05HWBM-E,B59L4L,Gazprom PJSC,Energy,Oil Gas & Consumable Fuels,RUSSIA,SHARE,Equity,12280.72592,17690.81984,20150.98762,19549.53075,26724.18647,33911.56632,48897.3298,79198.89656,93487.25569,141448.9296,142985.2459,150058.1273,126286.2386,111361.9067,99960.42879,51414.9209,44112.11011,89056.89638,53662.08359,130910.6345
000CQ8-E,VZ,Verizon Communications Inc.,Communication Services,Diversified Telecommunication Services,UNITED STATES,SHARE,Equity,33174,63423,67190,67625,67752,71283,69518,88144,93469,97354,93956.68303,101142.2908,113583.3705,123708.9313,140540.3983,194124.0893,188254.065,125980,215924.809,130863
00G6FT-E,BRJFWP,Fiat Chrysler Automobiles N.V.,Consumer Discretionary,Automobiles,ITALY,SHARE,Equity,51505.95338,53048.67029,51505.61702,52266.29545,54638.15275,56696.37517,57813.71541,65059.55086,80115.46362,86886.64716,17673.73805,25346.41937,5785.031998,6247.93273,20207.79117,19676.70673,23773.33721,122807.8054,34895.31875,130258.5297
05HQZG-E,B59SNS,Oil company LUKOIL PJSC,Energy,Oil Gas & Consumable Fuels,RUSSIA,SHARE,Equity,7288,13010,11970,13338,19164,28597,45843,54114,66858,86340,47531.76446,48536.74223,45039.6292,55692.56636,52796.52317,31541.71987,27320.27252,78020.94578,49264.22569,127913.5077
0035K2-E,JPM,JPMorgan Chase & Co.,Financials,Banks,UNITED STATES,SHARE,Equity,33710,61101,50723,44013,44363,56813,79268,99743,119020,75366,171052.5957,165827.447,126342.2233,167144.2327,219837.3689,233935.8723,243065.0017,106526,371052.5148,127450
000KYG-E,GE,General Electric Company,Industrials,Industrial Conglomerates,UNITED STATES,SHARE,Equity,111108,129417,125679,130685,133585,133417,145733,160657,169719,182349,161096.6762,194874.8336,189082.1299,220107.4305,283589.8913,253766.1568,314902.8294,119869,151327.8892,121615
000NXL-E,KR,Kroger Co.,Consumer Staples,Food & Staples Retailing,UNITED STATES,SHARE,Equity,45352,49000,50098,51760,53791,56434,60553,66111,70235,76000,13342.2625,14219.84266,13920.90435,13489.65346,20418.27219,31547.91392,40772.66581,115337,24193.38756,121162
000JHG-E,FNMA,Federal National Mortgage Association,Financials,Thrifts & Mortgage Finance,UNITED STATES,SHARE,Equity,36968,44088,50803,52901,54076,51826,50149,48479,51314,45213,1313.055601,335.8239025,233.0352751,295.3098852,3485.823964,2379.860658,1899.256116,108306,3068.933344,119106
0032RQ-E,523148,Allianz SE,Financials,Insurance,GERMANY,SHARE,Equity,74678.41817,69731.23982,76394.70563,86972.50369,100939.201,113536.861,114201.4652,121273.704,122780.1065,129563.2378,56754.95793,54223.68589,43607.57871,62997.85271,81994.60637,75953.57044,81192.61694,115890.7541,101236.8111,118843.2711
000Y8N-E,VLO,Valero Energy Corporation,Energy,Oil Gas & Consumable Fuels,UNITED STATES,SHARE,Equity,7961.168,14671.087,14988,26976.2,37968.6,54618.6,82162,91833,95327,119114,9452.862091,13090.79876,11782.25271,18886.78346,26838.51761,25801.62726,34047.07603,75659,40218.07073,117033
05HF3F-E,575602,Bayerische Motoren Werke AG,Consumer Discretionary,Automobiles,GERMANY,SHARE,Equity,36608.15273,32560.60946,34408.34646,39870.8843,46929.41077,55078.85692,57952.83401,61503.56792,76678.36527,77839.49089,29188.49334,50273.5208,42971.86865,61325.87764,75333.93015,69866.29429,68427.77273,104162.8509,67707.08504,115002.0059
0031W6-E,607355,China Mobile Limited,Communication Services,Wireless Telecommunication Services,HONG KONG,SHARE,Equity,4665.685858,7849.816498,12121.56991,15533.50414,19161.89229,23243.4642,29665.89276,37047.14822,46931.21929,59264.86288,188470.8161,199268.631,196148.1629,234041.0206,208444.2867,238013.9812,231170.3212,106632.7627,207575.7633,111352.2299
000R3K-E,BAC,Bank of America Corp,Financials,Banks,UNITED STATES,SHARE,Equity,51632,57772,53116,46444,49227,65263,82953,112741,115582,116567,130273.1069,134535.9077,56346.67919,125133.506,164914.4718,188139.2876,174699.9354,93963,307911.6224,110831
000Q07-E,MSFT,Microsoft Corporation,Information Technology,Software,UNITED STATES,SHARE,Equity,19747,22956,25296,28365,32187,36835,39731,44116,50954,60316,270635.6069,238784.6578,218380.2277,224801.1697,312297.4731,382880.5067,443169.4144,84695,659906.0223,110175
000LR9-E,HD,"Home Depot, Inc.",Consumer Discretionary,Specialty Retail,UNITED STATES,SHARE,Equity,38434,45738,53553,58247,64816,73094,81511,79022,77349,71288,49192.91931,57457.06809,64807.51984,92476.81609,115953.4102,138332.3046,167677.2598,94595,221323.471,108203
00231G-E,9432,Nippon Telegraph and Telephone Corporation,Communication Services,Diversified Telecommunication Services,JAPAN,SHARE,Equity; some share ownership restricted to domestic residents,93579.88888,103217.6841,93483.35387,89608.43989,98190.5426,100529.8727,94895.21271,92040.76243,93454.93054,103563.6206,61716.9716,65641.11047,67673.25961,55550.86838,61212.18132,58885.08207,84277.51866,105192.3351,98650.57487,107127.2582
001KW1-E,8001,Itochu Corporation,Industrials,Trading Companies & Distributors,JAPAN,SHARE,Equity,109055.1386,109738.3628,91233.78962,85822.29395,15387.13371,18525.01831,19597.42002,22642.94022,25022.94644,33993.85253,11610.66269,16062.87081,16108.44256,16625.16465,19587.75918,17919.45726,19933.38654,44681.64441,31043.55638,104561.932
05HK04-E,7201,"Nissan Motor Co., Ltd.",Consumer Discretionary,Automobiles,JAPAN,SHARE,Equity,53691.20972,55070.37313,49592.55105,56018.57902,65745.26719,79787.39281,83296.56889,89543.4119,94709.17833,83884.21557,39333.79205,43086.28083,40659.40877,42402.13138,38022.09434,39854.84165,48083.92165,108230.7741,42094.74534,104371.5351
0028BD-E,730968,BNP Paribas SA Class A,Financials,Banks,FRANCE,SHARE,Equity,33728.62069,49808.81781,49084.87538,42847.85753,45159.59843,65961.69861,81835.27441,105287.4708,136076.7905,128214.139,94972.25459,76527.4921,47583.56381,69718.43828,97143.85285,74259.48273,70705.43039,108965.9593,93320.11494,101602.4082
000RGR-E,WFC,Wells Fargo & Company,Financials,Banks,UNITED STATES,SHARE,Equity,21795,27568,28269,29030,31879,33891,40310,50599,56086,57300,137995.2826,162658.9429,145338.3704,179932.851,239149.0081,284385.5474,277660.7172,96152,298754.9198,101440
000CYC-E,BA,Boeing Company,Industrials,Aerospace & Defense,UNITED STATES,SHARE,Equity,57993,51321,58198,54069,50485,52457,53621,61530,66387,60909,39330.80459,47873.43348,54516.21341,56827.24517,102565.8245,92666.6374,96872.98538,94571,175642.199,101127
002Q21-E,572797,Siemens AG,Industrials,Industrial Conglomerates,GERMANY,SHARE,Equity,75253.51623,75448.22026,77221.15227,77081.90841,80244.7857,85425.40212,95782.31748,81778.7855,96339.27139,116073.4922,84221.25553,113691.8652,87750.00301,95476.15053,120535.4714,99942.56603,86017.88139,88444.1003,118551.9824,98767.62236
0027L0-E,C,Citigroup Inc.,Financials,Banks,UNITED STATES,SHARE,Equity,82005,111826,99160,92556,94713,101639,120318,146558,160729,110656,94279.72124,137446.2339,76769.94487,119823.2843,157841.1918,163925.5995,152833.2775,83994,196740.195,97750
05LL2F-E,CMCSA,Comcast Corporation Class A,Communication Services,Media,UNITED STATES,SHARE,Equity,6209.2,8218.6,9674.2,12460,18348,20307,21075,24966,30895,34256,47384.64752,60735.20065,65042.07124,98337.3047,134246.8923,146955.16,137558.0737,80403,187184.5459,94507
001XQ4-E,712387,Nestle S.A.,Consumer Staples,Food Products,SWITZERLAND,SHARE,Equity,49640.25656,48186.89846,50163.45529,57310.9072,65419.09746,68150.2723,73090.44339,78571.3352,89628.2651,95213.61684,177247.8649,203528.3236,190567.8498,209972.2224,236779.0563,236752.5277,237457.7718,90816.10557,267623.4069,93432.62775
0FQ996-E,B39Z8L,"SK Holdings Co., Ltd.",Industrials,Industrial Conglomerates,SOUTH KOREA,SHARE,Equity,NA,506.8505692,584.1741095,707.0262134,732.1636934,819.8453626,988.7055569,1180.342067,71727.41468,81140.04093,1923.613686,3841.748089,5078.125,4810.49925,6395.982523,9712.050005,14431.49631,71307.19395,18599.75103,92231.12921
05G1SW-E,405671,Assicurazioni Generali S.p.A.,Financials,Insurance,ITALY,SHARE,Equity,51483.29514,52865.80876,49318.61651,51978.84544,65766.98588,85571.0637,95516.96767,97592.08773,111538.7007,99093.21146,39598.92245,29679.33977,23504.87161,28202.47471,36684.52245,32026.20908,28615.63883,89905.07465,28506.37303,92106.60244
060W5N-E,ANTM,"Anthem, Inc.",Health Care,Health Care Providers & Services,UNITED STATES,SHARE,Equity,6270.1,8771,10448.6,13281.6,16797.4,20815.9,45150.8,57009.2,61394,62459,26716.98924,22380.66401,23045.79075,18498.66197,27293.57573,33923.48617,36403.60246,85187.8,57773.78812,92094
002D1X-E,564156,Carrefour SA,Consumer Staples,Food & Staples Retailing,FRANCE,SHARE,Equity,39760.46289,60381.34606,62738.26972,65325.84415,80217.70477,91568.18034,91978.38671,97808.73533,114016.5324,129114.0259,33941.21759,29173.68207,15534.3159,18088.12608,28741.25854,22498.84918,21378.65271,87139.58154,16781.40576,91922.56148
06WSS6-E,570594,Banco Santander S.A.,Financials,Banks,SPAIN,SHARE,Equity,25713.21186,32463.00959,31314.15289,27173.03927,26918.30882,35497.61702,65507.39756,68752.57533,90096.28117,115343.3615,136362.8603,88586.95234,65283.57956,83005.40869,101603.4611,106533.4714,71470.30807,82457.04862,106162.7096,89527.66948
05DZHK-E,714505,Eni S.p.A.,Energy,Oil Gas & Consumable Fuels,ITALY,SHARE,Equity,34489.47265,48389.6556,46979.02697,47833.36827,61291.33617,71326.09478,91518.92269,107893.267,119228.0276,157799.2033,102291.0468,87801.17335,83244.8949,87872.62362,87585.11794,63808.39165,54479.85499,61683.77061,60222.23028,89450.98575
0011H9-E,584235,Deutsche Telekom AG,Communication Services,Diversified Telecommunication Services,GERMANY,SHARE,Equity,37744.64209,37702.19455,43216.41081,50627.40427,63105.22429,71251.55477,74035.93789,77002.78335,85572.93519,90231.59286,64388.68251,55972.60005,49730.17089,48967.67072,76239.35913,72719.55066,83520.19996,80857.4874,84591.2904,89255.14729
001MFB-E,645105,Hyundai Motor Company,Consumer Discretionary,Automobiles,SOUTH KOREA,SHARE,Equity,20567.92237,28765.31581,30863.17385,38477.9401,39103.19464,46371.4418,57438.90731,66668.69403,74908.78914,72422.03323,25263.1302,37203.72804,44409.34934,49365.25934,57257.32072,41607.93088,33776.6484,80718.71495,38079.42787,87970.03498
05GJN3-E,710352,Peugeot SA,Consumer Discretionary,Automobiles,FRANCE,SHARE,Equity,40231.51067,40687.86872,46216.84224,51492.11268,61487.98198,69701.12253,69890.94889,71036.81551,82968.0773,79535.37543,7946.74272,8920.403155,3679.39325,2559.514041,4614.843773,9684.231584,14227.31077,59767.83698,18421.90835,87333.33494
0029XB-E,9984,SoftBank Group Corp.,Communication Services,Wireless Telecommunication Services,JAPAN,SHARE,Equity,3800.446687,3590.985215,3243.57934,3337.945654,4578.696768,7787.001744,9794.774128,21762.07132,24290.72515,26576.52426,25232.22774,37519.03695,32638.69273,40503.46376,105095.6218,72202.85858,61273.15608,82197.88255,87153.93376,86588.79595
002J95-E,54052,HSBC Holdings Plc,Financials,Banks,UNITED KINGDOM,SHARE,Equity,39348,50185,48182,41551,58020,78041,92592,114776,142128,133308,199255.2766,180289.0015,136358.0401,194279.8855,206582.1507,182354.9881,155570.6589,80468,207437.535,86288
0031L0-E,714456,Enel SpA,Utilities,Electric Utilities,ITALY,SHARE,Equity,21897.87829,22645.87104,24802.31406,26794.64494,32703.10318,35622.67155,39748.17147,47066.25209,58495.00627,87174.90364,54606.71999,47180.38133,38378.71202,38903.00246,41126.65259,42055.06168,39756.26704,75889.55559,62627.80501,86279.81841
0G3777-E,DD,"DuPont de Nemours, Inc.",Materials,Chemicals,UNITED STATES,SHARE,Equity,18929,23008,27805,27609,32632,40161,46307,49124,53513,57180,31601.14951,39626.84365,33988.91385,38770.44879,53851.25522,53754.16814,59645.49907,48124,166654.0987,85977
000LQ5-E,6501,"Hitachi,Ltd.",Information Technology,Electronic Equipment Instruments & Components,JAPAN,SHARE,Equity,71849.5001,76114.21169,63971.32256,67201.34627,76393.32368,83980.98915,83619.11665,87655.81735,98230.91909,99428.19653,13783.20794,24121.3332,23734.64626,27456.49571,36605.64935,36310.94459,27784.52986,84610.53384,37667.97705,85492.10664
05HF1X-E,88470,Tesco PLC,Consumer Staples,Food & Staples Retailing,UNITED KINGDOM,SHARE,Equity,30342.93271,31246.51879,33907.34306,40313.24405,51382.92161,62217.40291,70921.15958,79874.7428,94715.95707,93696.18584,54928.41182,53424.73899,50270.66175,43920.95951,44768.68435,23938.31336,17938.64508,73744.69053,23186.6256,84267.78858
000NB6-E,JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,UNITED STATES,SHARE,Equity,27471,29139,33004,36298,41862,47348,50514,53324,61095,63747,177713.6474,169855.7999,179089.0904,194265.4594,258415.495,292702.9431,284220.5005,71937,375360.5804,81534
05HHCW-E,B0NJJ1,Electricite de France SA,Utilities,Electric Utilities,FRANCE,SHARE,Equity,34113.07359,31702.34807,36423.84199,45601.34559,50765.13432,58126.30106,63407.02841,73971.47421,81632.11235,94055.01504,110244.6106,76134.24972,45121.99345,34076.88844,65830.61349,51372.29945,28315.37426,78764.56222,36629.09681,81374.41894
05HRR3-E,609962,Reliance Industries Limited,Energy,Oil Gas & Consumable Fuels,INDIA,SHARE,Equity; some share ownership restricted to domestic residents,3089.553608,4473.604506,8786.641153,9390.788454,11152.83492,14680.24006,18179.25342,24905.12137,33934.23347,32742.01168,76553.77922,77451.31389,42722.72885,49551.62499,46743.49667,45672.01612,49579.97413,45327.65826,91394.35669,80960.99539
000N1N-E,IBM,International Business Machines Corporation,Information Technology,IT Services,UNITED STATES,SHARE,Equity,87548,88396,85866,81186,89131,96293,91134,91424,98786,103630,171950.6283,182328.8879,216724.2913,216438.4794,203673.6435,158996.0424,133506.5314,79919,142034.8559,79591
003KTP-E,713360,Equinor ASA,Energy,Oil Gas & Consumable Fuels,NORWAY,SHARE,Equity,17939.06199,23629.66609,24743.09284,30364.71084,35115.27628,45073.55916,59691.64038,80934.78038,90747.08866,115468.2093,79925.93032,76033.81053,82014.3196,79640.981,77261.0377,55798.29471,44562.20334,45688,71181.57095,78771
001CJR-E,6758,Sony Corporation,Consumer Discretionary,Household Durables,JAPAN,SHARE,Equity,60045.12698,66147.46977,56488.62829,56736.0112,66339.70936,66607.8176,66354.21988,70957.53402,77622.49228,76855.09036,28810.45689,36254.83588,18045.35796,11131.01674,18044.52247,23735.98691,31501.11506,70466.82507,57090.53075,78318.96661
05HRR2-E,8267,"AEON Co., Ltd.",Consumer Staples,Food & Staples Retailing,JAPAN,SHARE,Equity,22415.09719,25060.55639,23629.45488,25121.04888,31144.87101,38931.17643,39506.6896,41267.46779,44704.75111,51876.53787,6465.819965,10027.16567,10996.5112,9137.11213,11475.33787,8566.683622,13539.67417,75830.6926,14725.57882,77102.22529
05HK0W-E,BYPBS6,ArcelorMittal SA,Materials,Metals & Mining,NETHERLANDS,SHARE,Equity,116.0141696,126.3513296,111.2050352,4889,9567,22197,28132,58870,105216,124936,72067.82199,59428.99085,28631.6351,26619.06281,29763.90824,18314.20908,7050.123443,56791,33272.8667,76033
002RXT-E,TGT,Target Corporation,Consumer Discretionary,Multiline Retail,UNITED STATES,SHARE,Equity,33702,36903,39888,43917,48163,46839,52620,59490,63367,64948,36389.37844,42576.96963,34399.19838,38507.48016,39992.20885,48351.93876,44731.53624,69495,35468.13812,75356
003KJ3-E,625376,Indian Oil Corp. Ltd.,Energy,Oil Gas & Consumable Fuels,INDIA,SHARE,Equity; some share ownership restricted to domestic residents,19209.72332,25824.48732,23833.26641,24786.43917,24691.24136,29338.52338,34440.95051,40774.83743,51513.23414,53082.36507,15981.12798,18624.34681,11601.41088,11953.64386,8401.959759,12754.70729,15731.57152,52144.63659,29548.91555,75195.33945
05HG4G-E,401225,Airbus SE,Industrials,Aerospace & Defense,FRANCE,SHARE,Equity,23999.29273,22294.01612,27551.36766,28195.90633,34054.76062,39457.75515,42488.31105,49497.57541,53552.20973,63306.68221,16492.21967,19100.06291,25714.55153,32170.95644,60202.75567,39264.49962,52892.6949,73651.71857,77197.21649,75158.31749
0GF794-E,BD0Q39,Royal Ahold Delhaize N.V.,Consumer Staples,Food & Staples Retailing,NETHERLANDS,SHARE,Equity,35712.5725,37604.57535,48498.02893,59108.52469,63365.15841,55420.49864,54627.65104,34927.20833,34073.95028,37528.94453,15835.16213,15791.49474,14869.96353,14176.8994,19078.94121,15968.39504,17651.74187,54972.47194,27450.57192,74077.66672
002YCC-E,508657,BASF SE,Materials,Chemicals,GERMANY,SHARE,Equity,31362.74353,33103.68536,29073.59012,30378.42281,37703.10557,46632.97667,53094.73796,66035.72027,79324.6983,91165.13413,57271.03879,73561.45462,64254.29431,86157.12966,98072.71856,77664.99305,70560.42043,63661.65128,101180.8954,73940.81575
05GDR1-E,461785,Deutsche Post AG,Industrials,Air Freight & Logistics,GERMANY,SHARE,Equity,23797.10829,30121.97121,29860.28642,37016.49788,45225.14704,53629.05369,55391.56121,75996.11257,73974.95259,79708.03667,23391.55919,20598.83079,18645.46884,26459.84465,44148.02938,39636.84657,34193.4884,63422.71267,58648.42102,72613.59728
05HWNP-E,BD0BDH,"PTT Public Co., Ltd.",Energy,Oil Gas & Consumable Fuels,THAILAND,SHARE,Equity; some share ownership restricted to domestic residents,NA,9082.895616,8491.603487,9296.817921,11897.88349,16010.83852,22997.23565,32024.12211,43683.33799,59966.08137,20909.14996,30209.36514,28789.32841,31000.04837,24860.06346,28128.90712,19367.43374,48719.33073,38563.11264,72265.81895
001RJ7-E,6752,Panasonic Corporation,Consumer Discretionary,Household Durables,JAPAN,SHARE,Equity,65547.30669,69463.84822,55031.61284,60720.23976,66192.39085,81065.28023,78579.1412,77907.06898,79350.68679,77208.18663,34913.75263,34872.94902,20851.27263,14809.39067,28567.02676,29196.44185,25296.25397,67816.75027,35919.32214,72165.17224
000Y4G-E,UPS,"United Parcel Service, Inc. Class B",Industrials,Air Freight & Logistics,UNITED STATES,SHARE,Equity,27052,29771,30646,31272,33485,36582,42581,47547,49692,51486,56866.63532,71629.71059,70527.78758,69938.51084,97490.07535,101439.8414,85658.4644,60502,102475.7937,71911
